Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency
enron,317K_nodes_1M_edges,5clique,5,8,0.0016095,0.0212766,727044,3.41711e+07,5536,.98,10.0
enron,317K_nodes_1M_edges,5clique,5,16,0.00166758,0.0220258,727044,3.30087e+07,5488,.95,0
enron,317K_nodes_1M_edges,house,4,1,0.00201521,0.0224232,727044,3.24237e+07,5616,1.00,100.0
enron,317K_nodes_1M_edges,house,4,2,0.00161917,0.0232667,727044,3.12483e+07,5488,.96,40.0
enron,317K_nodes_1M_edges,house,4,4,0.00157588,0.0241925,727044,3.00524e+07,5536,.92,20.0
enron,317K_nodes_1M_edges,house,4,8,0.00206358,0.0218161,727044,3.33261e+07,5728,1.02,10.0
enron,317K_nodes_1M_edges,house,4,16,0.00155562,0.0205885,727044,3.5313e+07,5536,1.08,0
enron,317K_nodes_1M_edges,diamond,4,1,0.00162412,0.0208447,727044,3.4879e+07,5504,1.00,100.0
enron,317K_nodes_1M_edges,diamond,4,2,0.001553,0.0195702,727044,3.71506e+07,5520,1.06,50.0
enron,317K_nodes_1M_edges,diamond,4,4,0.00133229,0.020087,727044,3.61947e+07,5552,1.03,20.0
enron,317K_nodes_1M_edges,diamond,4,8,0.00157567,0.0222685,727044,3.2649e+07,5520,.93,10.0
enron,317K_nodes_1M_edges,diamond,4,16,0.00154912,0.0202971,727044,3.58201e+07,5520,1.02,0
dblp,317K_nodes_1M_edges,triangle,3,1,0.0254336,0.0515442,2224385,4.31549e+07,19008,1.00,100.0
dblp,317K_nodes_1M_edges,triangle,3,2,0.00924854,0.0668656,2224385,3.32665e+07,18992,.77,30.0
dblp,317K_nodes_1M_edges,triangle,3,4,0.0105927,0.0741493,2224385,2.99987e+07,19088,.69,10.0
dblp,317K_nodes_1M_edges,triangle,3,8,0.0103304,0.103853,2224385,2.14186e+07,19056,.49,0
dblp,317K_nodes_1M_edges,triangle,3,16,0.0116009,0.064486,2224385,3.44941e+07,19040,.79,0
dblp,317K_nodes_1M_edges,4path,4,1,0.0104811,0.0689168,2224385,3.22764e+07,19040,1.00,100.0
dblp,317K_nodes_1M_edges,4path,4,2,0.0106265,0.077046,2224385,2.88709e+07,19072,.89,40.0
dblp,317K_nodes_1M_edges,4path,4,4,0.0111116,0.061904,2224385,3.59328e+07,19056,1.11,20.0
dblp,317K_nodes_1M_edges,4path,4,8,0.0106298,0.0797772,2224385,2.78824e+07,18976,.86,10.0
dblp,317K_nodes_1M_edges,4path,4,16,0.00948817,0.0712664,2224385,3.12123e+07,18912,.96,0
dblp,317K_nodes_1M_edges,4cycle,4,1,0.0103858,0.0988877,2224385,2.2494e+07,18944,1.00,100.0
dblp,317K_nodes_1M_edges,4cycle,4,2,0.0105568,0.0946544,2224385,2.35001e+07,19104,1.04,50.0
dblp,317K_nodes_1M_edges,4cycle,4,4,0.0106455,0.0699563,2224385,3.17968e+07,18944,1.41,30.0
dblp,317K_nodes_1M_edges,4cycle,4,8,0.00941837,0.0688389,2224385,3.23129e+07,18944,1.43,10.0
dblp,317K_nodes_1M_edges,4cycle,4,16,0.00968571,0.0693332,2224385,3.20825e+07,18848,1.42,0
dblp,317K_nodes_1M_edges,4star,4,1,0.0100144,0.0684656,2224385,3.24891e+07,18992,1.00,100.0
dblp,317K_nodes_1M_edges,4star,4,2,0.00976379,0.0686062,2224385,3.24225e+07,18960,.99,40.0
dblp,317K_nodes_1M_edges,4star,4,4,0.00950808,0.0661494,2224385,3.36267e+07,18944,1.03,20.0
dblp,317K_nodes_1M_edges,4star,4,8,0.0106257,0.0696099,2224385,3.1955e+07,18960,.98,10.0
dblp,317K_nodes_1M_edges,4star,4,16,0.0111045,0.227955,2224385,9.75798e+06,19040,.30,0
dblp,317K_nodes_1M_edges,4clique,4,1,0.0125101,0.0912417,2224385,2.4379e+07,19120,1.00,100.0
dblp,317K_nodes_1M_edges,4clique,4,2,0.0100573,0.0859624,2224385,2.58763e+07,19040,1.06,50.0
dblp,317K_nodes_1M_edges,4clique,4,4,0.0127737,0.0757795,2224385,2.93534e+07,19008,1.20,30.0
dblp,317K_nodes_1M_edges,4clique,4,8,0.00955963,0.0652814,2224385,3.40738e+07,19008,1.39,10.0
dblp,317K_nodes_1M_edges,4clique,4,16,0.00983038,0.0647997,2224385,3.43271e+07,18944,1.40,0
dblp,317K_nodes_1M_edges,5clique,5,1,FAILED,FAILED,0,0,0,0,0
dblp,317K_nodes_1M_edges,5clique,5,2,0.0144718,0.0749131,2224385,2.96929e+07,19088,N/A,N/A
dblp,317K_nodes_1M_edges,5clique,5,4,0.00980088,0.10893,2224385,2.04202e+07,18944,N/A,N/A
dblp,317K_nodes_1M_edges,5clique,5,8,0.00867271,0.164523,2224385,1.35202e+07,19040,N/A,N/A
dblp,317K_nodes_1M_edges,5clique,5,16,0.00901146,0.17121,2224385,1.29922e+07,19040,N/A,N/A
dblp,317K_nodes_1M_edges,house,4,1,0.0142762,0.0950687,2224385,2.33976e+07,18976,1.00,100.0
dblp,317K_nodes_1M_edges,house,4,2,0.0124178,0.113464,2224385,1.96043e+07,19024,.83,40.0
dblp,317K_nodes_1M_edges,house,4,4,0.0133516,0.0640592,2224385,3.47239e+07,18880,1.48,30.0
dblp,317K_nodes_1M_edges,house,4,8,0.0127937,0.0670542,2224385,3.31729e+07,19056,1.41,10.0
dblp,317K_nodes_1M_edges,house,4,16,0.0104195,0.0801302,2224385,2.77596e+07,18976,1.18,0
dblp,317K_nodes_1M_edges,diamond,4,1,0.0152459,0.0729505,2224385,3.04917e+07,18976,1.00,100.0
dblp,317K_nodes_1M_edges,diamond,4,2,0.0174393,0.0868087,2224385,2.5624e+07,18992,.84,40.0
dblp,317K_nodes_1M_edges,diamond,4,4,0.00935417,0.0778358,2224385,2.85779e+07,19072,.93,20.0
dblp,317K_nodes_1M_edges,diamond,4,8,0.00984683,0.0619837,2224385,3.58866e+07,19008,1.17,10.0
dblp,317K_nodes_1M_edges,diamond,4,16,0.00939021,0.0649009,2224385,3.42736e+07,18992,1.12,0
