Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency
wiki,317K_nodes_1M_edges,triangle,3,1,0.0033355,0.0197018,608389,3.08799e+07,4368,1.00,100.0
wiki,317K_nodes_1M_edges,triangle,3,2,0.000535,0.0196526,608389,3.09572e+07,4192,1.00,50.0
wiki,317K_nodes_1M_edges,triangle,3,4,0.0194759,0.017785,608389,3.42081e+07,4256,1.10,20.0
wiki,317K_nodes_1M_edges,triangle,3,8,0.000516,0.0198105,608389,3.07104e+07,4256,.99,10.0
wiki,317K_nodes_1M_edges,triangle,3,16,0.000599584,0.0216605,608389,2.80875e+07,4192,.90,0
wiki,317K_nodes_1M_edges,4path,4,1,0.0006495,0.021372,608389,2.84666e+07,4208,1.00,100.0
wiki,317K_nodes_1M_edges,4path,4,2,0.00437604,0.0215736,608389,2.82006e+07,4208,.99,40.0
wiki,317K_nodes_1M_edges,4path,4,4,0.000709375,0.0241083,608389,2.52356e+07,4192,.88,20.0
wiki,317K_nodes_1M_edges,4path,4,8,0.000845667,0.0248154,608389,2.45166e+07,4240,.86,10.0
wiki,317K_nodes_1M_edges,4path,4,16,0.000934292,0.0280692,608389,2.16746e+07,4192,.76,0
wiki,317K_nodes_1M_edges,4cycle,4,1,0.000847167,0.0262175,608389,2.32055e+07,4240,1.00,100.0
wiki,317K_nodes_1M_edges,4cycle,4,2,0.000935417,0.0310768,608389,1.9577e+07,4304,.84,40.0
wiki,317K_nodes_1M_edges,4cycle,4,4,0.00108258,0.0277875,608389,2.18943e+07,4304,.94,20.0
wiki,317K_nodes_1M_edges,4cycle,4,8,0.000862708,0.0556872,608389,1.09251e+07,4192,.47,0
wiki,317K_nodes_1M_edges,4cycle,4,16,0.00105875,0.0449199,608389,1.35439e+07,4272,.58,0
wiki,317K_nodes_1M_edges,4star,4,1,0.00536254,0.0392053,608389,1.5518e+07,4288,1.00,100.0
wiki,317K_nodes_1M_edges,4star,4,2,0.00116592,0.0481619,608389,1.26322e+07,4400,.81,40.0
wiki,317K_nodes_1M_edges,4star,4,4,0.00145825,0.0440965,608389,1.37968e+07,4272,.88,20.0
wiki,317K_nodes_1M_edges,4star,4,8,0.00091725,0.0424216,608389,1.43415e+07,4176,.92,10.0
wiki,317K_nodes_1M_edges,4star,4,16,0.00159713,0.0356799,608389,1.70513e+07,4528,1.09,0
wiki,317K_nodes_1M_edges,4clique,4,1,0.000875125,0.0299294,608389,2.03275e+07,4240,1.00,100.0
wiki,317K_nodes_1M_edges,4clique,4,2,0.00125742,0.0417158,608389,1.45842e+07,4304,.71,30.0
wiki,317K_nodes_1M_edges,4clique,4,4,0.00110588,0.0820594,608389,7.41401e+06,4368,.36,0
wiki,317K_nodes_1M_edges,4clique,4,8,0.001484,0.0344225,608389,1.76742e+07,4464,.86,10.0
wiki,317K_nodes_1M_edges,4clique,4,16,0.000854125,0.0459632,608389,1.32364e+07,4208,.65,0
wiki,317K_nodes_1M_edges,5clique,5,1,0.000921917,0.0502877,608389,1.20982e+07,4208,1.00,100.0
wiki,317K_nodes_1M_edges,5clique,5,2,0.000916166,0.0461182,608389,1.31919e+07,4352,1.09,50.0
wiki,317K_nodes_1M_edges,5clique,5,4,0.000899458,0.027606,608389,2.20383e+07,4176,1.82,40.0
wiki,317K_nodes_1M_edges,5clique,5,8,0.000848667,0.0233397,608389,2.60666e+07,4256,2.15,20.0
wiki,317K_nodes_1M_edges,5clique,5,16,0.0008285,0.0241603,608389,2.51814e+07,4176,2.08,10.0
wiki,317K_nodes_1M_edges,house,4,1,0.000845917,0.0205548,608389,2.95983e+07,4272,1.00,100.0
wiki,317K_nodes_1M_edges,house,4,2,0.000674458,0.0210076,608389,2.89604e+07,4272,.97,40.0
wiki,317K_nodes_1M_edges,house,4,4,0.000745542,0.0211688,608389,2.87398e+07,4272,.97,20.0
wiki,317K_nodes_1M_edges,house,4,8,0.00068675,0.0243857,608389,2.49486e+07,4288,.84,10.0
wiki,317K_nodes_1M_edges,house,4,16,0.00084225,0.025056,608389,2.42812e+07,4224,.82,0
wiki,317K_nodes_1M_edges,diamond,4,1,0.000824166,0.0234836,608389,2.5907e+07,4176,1.00,100.0
wiki,317K_nodes_1M_edges,diamond,4,2,0.000819459,0.0219265,608389,2.77467e+07,4240,1.07,50.0
wiki,317K_nodes_1M_edges,diamond,4,4,0.000962459,0.0236268,608389,2.575e+07,4336,.99,20.0
wiki,317K_nodes_1M_edges,diamond,4,8,0.00086225,0.02125,608389,2.86301e+07,4208,1.10,10.0
wiki,317K_nodes_1M_edges,diamond,4,16,0.000713125,0.021573,608389,2.82015e+07,4256,1.08,0
enron,317K_nodes_1M_edges,triangle,3,1,0.00673896,0.0188009,727044,3.86708e+07,5568,1.00,100.0
enron,317K_nodes_1M_edges,triangle,3,2,0.00147592,0.0205565,727044,3.5368e+07,5568,.91,40.0
enron,317K_nodes_1M_edges,triangle,3,4,0.00162388,0.020663,727044,3.51858e+07,5520,.90,20.0
enron,317K_nodes_1M_edges,triangle,3,8,0.00141542,0.0189423,727044,3.83821e+07,5472,.99,10.0
enron,317K_nodes_1M_edges,triangle,3,16,0.00152408,0.0193215,727044,3.76288e+07,5648,.97,0
enron,317K_nodes_1M_edges,4path,4,1,0.00132837,0.0199177,727044,3.65024e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,4path,4,2,0.00131171,0.01972,727044,3.68683e+07,5472,1.01,50.0
enron,317K_nodes_1M_edges,4path,4,4,0.00131708,0.0186816,727044,3.89177e+07,5504,1.06,20.0
enron,317K_nodes_1M_edges,4path,4,8,0.00150767,0.0193896,727044,3.74966e+07,5552,1.02,10.0
enron,317K_nodes_1M_edges,4path,4,16,0.00137737,0.0211512,727044,3.43736e+07,5552,.94,0
enron,317K_nodes_1M_edges,4cycle,4,1,0.00171983,0.0328334,727044,2.21434e+07,5520,1.00,100.0
enron,317K_nodes_1M_edges,4cycle,4,2,0.00165146,0.0222768,727044,3.26369e+07,5520,1.47,70.0
enron,317K_nodes_1M_edges,4cycle,4,4,0.00200729,0.027229,727044,2.67011e+07,5616,1.20,30.0
enron,317K_nodes_1M_edges,4cycle,4,8,0.00186896,0.0250374,727044,2.90383e+07,5536,1.31,10.0
enron,317K_nodes_1M_edges,4cycle,4,16,0.00158192,0.0265644,727044,2.73691e+07,5536,1.23,0
enron,317K_nodes_1M_edges,4star,4,1,0.00173317,0.0248105,727044,2.93039e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,4star,4,2,0.00209646,0.0225901,727044,3.21842e+07,5680,1.09,50.0
enron,317K_nodes_1M_edges,4star,4,4,0.00156625,0.0552436,727044,1.31607e+07,5504,.44,10.0
enron,317K_nodes_1M_edges,4star,4,8,0.00174396,0.0210708,727044,3.45048e+07,6000,1.17,10.0
enron,317K_nodes_1M_edges,4star,4,16,0.00170979,0.0218974,727044,3.32023e+07,5600,1.13,0
enron,317K_nodes_1M_edges,4clique,4,1,0.0016085,0.0211567,727044,3.43646e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,4clique,4,2,0.00130058,0.019847,727044,3.66324e+07,5568,1.06,50.0
enron,317K_nodes_1M_edges,4clique,4,4,0.0159,0.0206926,727044,3.51355e+07,5552,1.02,20.0
enron,317K_nodes_1M_edges,4clique,4,8,0.00166421,0.0236546,727044,3.07358e+07,5648,.89,10.0
enron,317K_nodes_1M_edges,4clique,4,16,0.006299,0.0249425,727044,2.91489e+07,5520,.84,0
enron,317K_nodes_1M_edges,5clique,5,1,0.00162904,0.0210111,727044,3.46029e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,5clique,5,2,0.00153204,0.0219493,727044,3.31237e+07,5520,.95,40.0
enron,317K_nodes_1M_edges,5clique,5,4,0.00160908,0.0200517,727044,3.62585e+07,5488,1.04,20.0
