Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency
wiki,317K_nodes_1M_edges,diamond,4,16,0.000735625,0.0250473,608389,2.42897e+07,4304,.82,0
enron,317K_nodes_1M_edges,triangle,3,1,0.00741242,0.01853,727044,3.9236e+07,5600,1.00,100.0
enron,317K_nodes_1M_edges,triangle,3,2,0.00153246,0.0185378,727044,3.92195e+07,5680,.99,40.0
enron,317K_nodes_1M_edges,triangle,3,4,0.00777925,0.0296726,727044,2.45022e+07,5696,.62,10.0
enron,317K_nodes_1M_edges,triangle,3,8,0.00168046,0.0895722,727044,8.11685e+06,5504,.20,0
enron,317K_nodes_1M_edges,triangle,3,16,0.00304921,0.0969496,727044,7.4992e+06,5680,.19,0
enron,317K_nodes_1M_edges,4path,4,1,0.00293942,0.032024,727044,2.27031e+07,5584,1.00,100.0
enron,317K_nodes_1M_edges,4path,4,2,0.00250317,0.0279599,727044,2.60031e+07,5552,1.14,50.0
enron,317K_nodes_1M_edges,4path,4,4,0.00177733,0.0244996,727044,2.96758e+07,5600,1.30,30.0
enron,317K_nodes_1M_edges,4path,4,8,0.00162771,0.0242201,727044,3.00182e+07,5568,1.32,10.0
enron,317K_nodes_1M_edges,4path,4,16,0.00167563,0.02208,727044,3.29277e+07,5504,1.45,0
enron,317K_nodes_1M_edges,4cycle,4,1,0.00170354,0.022042,727044,3.29844e+07,5600,1.00,100.0
enron,317K_nodes_1M_edges,4cycle,4,2,0.00165467,0.0212172,727044,3.42668e+07,5488,1.03,50.0
enron,317K_nodes_1M_edges,4cycle,4,4,0.00161462,0.0203606,727044,3.57084e+07,5520,1.08,20.0
enron,317K_nodes_1M_edges,4cycle,4,8,0.00131008,0.0182465,727044,3.98458e+07,5568,1.20,10.0
enron,317K_nodes_1M_edges,4cycle,4,16,0.00132708,0.0183587,727044,3.96021e+07,5488,1.20,0
enron,317K_nodes_1M_edges,4star,4,1,0.00162867,0.0186692,727044,3.89435e+07,5680,1.00,100.0
enron,317K_nodes_1M_edges,4star,4,2,0.001312,0.0195671,727044,3.71565e+07,5552,.95,40.0
enron,317K_nodes_1M_edges,4star,4,4,0.00133429,0.0188115,727044,3.86489e+07,5504,.99,20.0
enron,317K_nodes_1M_edges,4star,4,8,0.00134467,0.0194071,727044,3.74628e+07,5488,.96,10.0
enron,317K_nodes_1M_edges,4star,4,16,0.00131842,0.0178792,727044,4.06641e+07,5568,1.04,0
enron,317K_nodes_1M_edges,4clique,4,1,0.00134017,0.0190919,727044,3.80813e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,4clique,4,2,0.00162962,0.0196274,727044,3.70423e+07,5520,.97,40.0
enron,317K_nodes_1M_edges,4clique,4,4,0.00169513,0.0218938,727044,3.32078e+07,5936,.87,20.0
enron,317K_nodes_1M_edges,4clique,4,8,0.00176908,0.0248615,727044,2.92438e+07,5488,.76,0
enron,317K_nodes_1M_edges,4clique,4,16,0.00163871,0.022108,727044,3.2886e+07,5520,.86,0
enron,317K_nodes_1M_edges,5clique,5,1,0.0015795,0.021926,727044,3.31589e+07,5520,1.00,100.0
enron,317K_nodes_1M_edges,5clique,5,2,0.00156608,0.0212144,727044,3.42712e+07,5488,1.03,50.0
enron,317K_nodes_1M_edges,5clique,5,4,0.00160529,0.0204796,727044,3.55008e+07,5536,1.07,20.0
enron,317K_nodes_1M_edges,5clique,5,8,0.00130333,0.0186387,727044,3.90073e+07,5552,1.17,10.0
enron,317K_nodes_1M_edges,5clique,5,16,0.00131537,0.0177975,727044,4.08508e+07,5552,1.23,0
enron,317K_nodes_1M_edges,house,4,1,0.00134012,0.0191273,727044,3.80107e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,house,4,2,FAILED,FAILED,0,0,0,0,0
enron,317K_nodes_1M_edges,house,4,4,0.00135554,0.0166955,727044,4.35473e+07,5568,1.14,20.0
enron,317K_nodes_1M_edges,house,4,8,0.00122333,0.0193997,727044,3.74771e+07,5520,.98,10.0
enron,317K_nodes_1M_edges,house,4,16,0.00153054,0.0181037,727044,4.01599e+07,5664,1.05,0
enron,317K_nodes_1M_edges,diamond,4,1,0.00137946,0.0190105,727044,3.82444e+07,5504,1.00,100.0
enron,317K_nodes_1M_edges,diamond,4,2,0.00143504,0.019925,727044,3.6489e+07,5600,.95,40.0
enron,317K_nodes_1M_edges,diamond,4,4,0.00160767,0.0226667,727044,3.20754e+07,5504,.83,20.0
enron,317K_nodes_1M_edges,diamond,4,8,0.00170829,0.0201268,727044,3.61231e+07,5568,.94,10.0
enron,317K_nodes_1M_edges,diamond,4,16,0.00180342,0.019776,727044,3.6764e+07,5568,.96,0
dblp,317K_nodes_1M_edges,triangle,3,1,0.0239483,0.051838,2224385,4.29104e+07,18992,1.00,100.0
dblp,317K_nodes_1M_edges,triangle,3,2,0.00972608,0.0600855,2224385,3.70204e+07,18960,.86,40.0
dblp,317K_nodes_1M_edges,triangle,3,4,0.00961879,0.0753757,2224385,2.95106e+07,18944,.68,10.0
dblp,317K_nodes_1M_edges,triangle,3,8,0.0102795,0.0659737,2224385,3.37162e+07,18992,.78,0
dblp,317K_nodes_1M_edges,triangle,3,16,0.00985625,0.0691253,2224385,3.2179e+07,18928,.74,0
dblp,317K_nodes_1M_edges,4path,4,1,0.0103344,0.0645428,2224385,3.44637e+07,18944,1.00,100.0
dblp,317K_nodes_1M_edges,4path,4,2,0.010096,0.0806428,2224385,2.75832e+07,19120,.80,40.0
dblp,317K_nodes_1M_edges,4path,4,4,0.0108445,0.0701366,2224385,3.1715e+07,19072,.92,20.0
dblp,317K_nodes_1M_edges,4path,4,8,0.00990629,0.0619345,2224385,3.59151e+07,19104,1.04,10.0
dblp,317K_nodes_1M_edges,4path,4,16,0.00994658,0.0691413,2224385,3.21716e+07,18944,.93,0
dblp,317K_nodes_1M_edges,4cycle,4,1,0.0101797,0.0872096,2224385,2.55062e+07,19040,1.00,100.0
dblp,317K_nodes_1M_edges,4cycle,4,2,0.014605,0.071598,2224385,3.10677e+07,19072,1.21,60.0
dblp,317K_nodes_1M_edges,4cycle,4,4,0.00970933,0.0657842,2224385,3.38134e+07,18896,1.32,30.0
dblp,317K_nodes_1M_edges,4cycle,4,8,0.0102234,0.0630157,2224385,3.52989e+07,19008,1.38,10.0
dblp,317K_nodes_1M_edges,4cycle,4,16,0.00992746,0.0661103,2224385,3.36466e+07,19040,1.31,0
dblp,317K_nodes_1M_edges,4star,4,1,0.0119571,0.0668072,2224385,3.32956e+07,19008,1.00,100.0
dblp,317K_nodes_1M_edges,4star,4,2,0.0104141,0.237637,2224385,9.36045e+06,19008,.28,10.0
dblp,317K_nodes_1M_edges,4star,4,4,0.0667641,0.146294,2224385,1.52049e+07,19104,.45,10.0
dblp,317K_nodes_1M_edges,4star,4,8,0.0146077,0.0863588,2224385,2.57575e+07,19136,.77,0
dblp,317K_nodes_1M_edges,4star,4,16,0.0122611,0.082015,2224385,2.71217e+07,19040,.81,0
dblp,317K_nodes_1M_edges,4clique,4,1,0.0318577,0.126073,2224385,1.76436e+07,19056,1.00,100.0
dblp,317K_nodes_1M_edges,4clique,4,2,0.0827837,0.164581,2224385,1.35154e+07,19104,.76,30.0
dblp,317K_nodes_1M_edges,4clique,4,4,0.0156517,0.203256,2224385,1.09437e+07,19008,.62,10.0
dblp,317K_nodes_1M_edges,4clique,4,8,0.015495,0.0867308,2224385,2.5647e+07,19136,1.45,10.0
dblp,317K_nodes_1M_edges,4clique,4,16,0.0133828,0.0990825,2224385,2.24498e+07,19072,1.27,0
dblp,317K_nodes_1M_edges,5clique,5,1,0.0178284,0.068648,2224385,3.24028e+07,19168,1.00,100.0
dblp,317K_nodes_1M_edges,5clique,5,2,0.0180703,0.066328,2224385,3.35361e+07,18976,1.03,50.0
dblp,317K_nodes_1M_edges,5clique,5,4,0.0103965,0.103518,2224385,2.14878e+07,18976,.66,10.0
dblp,317K_nodes_1M_edges,5clique,5,8,0.0300582,0.0701789,2224385,3.16959e+07,19136,.97,10.0
dblp,317K_nodes_1M_edges,5clique,5,16,0.0146207,0.0688747,2224385,3.22961e+07,18976,.99,0
dblp,317K_nodes_1M_edges,house,4,1,0.0119743,0.0790475,2224385,2.81399e+07,18976,1.00,100.0
dblp,317K_nodes_1M_edges,house,4,2,0.00952937,0.0912645,2224385,2.43729e+07,19072,.86,40.0
dblp,317K_nodes_1M_edges,house,4,4,0.0164824,0.070935,2224385,3.13581e+07,19008,1.11,20.0
dblp,317K_nodes_1M_edges,house,4,8,0.0130201,0.0644381,2224385,3.45197e+07,18880,1.22,10.0
dblp,317K_nodes_1M_edges,house,4,16,0.00978033,0.0800695,2224385,2.77807e+07,19072,.98,0
dblp,317K_nodes_1M_edges,diamond,4,1,0.0125473,0.064498,2224385,3.44876e+07,18960,1.00,100.0
dblp,317K_nodes_1M_edges,diamond,4,2,0.0108363,0.0665156,2224385,3.34416e+07,19120,.96,40.0
dblp,317K_nodes_1M_edges,diamond,4,4,0.0102074,0.062741,2224385,3.54534e+07,19120,1.02,20.0
dblp,317K_nodes_1M_edges,diamond,4,8,0.00980775,0.06934,2224385,3.20794e+07,19120,.93,10.0
dblp,317K_nodes_1M_edges,diamond,4,16,0.0105243,0.0697263,2224385,3.19017e+07,18976,.92,0
