Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00377096,0.192233,4514137,2.34827e+07,5984.0,1.000,100.00,0.192233,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.000531333,0.162684,4514137,2.77479e+07,6000.0,1.1816,59.000,0.192233,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.000534,0.169318,4514137,2.66607e+07,6048.0,1.1353,28.300,0.192233,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.000542833,0.167202,4514137,2.69981e+07,5952.0,1.1497,14.300,0.192233,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,0.000548417,0.271916,4514137,1.66012e+07,5984.0,.7069,4.400,0.192233,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.000528542,0.165051,4514137,2.73499e+07,6128.0,1.000,100.00,0.165051,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.000518333,0.168615,4514137,2.67719e+07,5920.0,.9788,48.900,0.165051,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.0005305,0.169013,4514137,2.67089e+07,6000.0,.9765,24.400,0.165051,calculated
wiki,7K_nodes_100K_edges,4path,4,8,0.00052225,0.176534,4514137,2.55709e+07,5968.0,.9349,11.600,0.165051,calculated
wiki,7K_nodes_100K_edges,4path,4,16,0.000510459,0.171435,4514137,2.63314e+07,5968.0,.9627,6.000,0.165051,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.000506292,0.161827,4514137,2.78948e+07,5952.0,1.000,100.00,0.161827,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.000553791,0.165032,4514137,2.73531e+07,6032.0,.9805,49.000,0.161827,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.000554125,0.178253,4514137,2.53244e+07,6016.0,.9078,22.600,0.161827,calculated
wiki,7K_nodes_100K_edges,4cycle,4,8,0.00055075,0.295111,4514137,1.52964e+07,6208.0,.5483,6.800,0.161827,calculated
wiki,7K_nodes_100K_edges,4cycle,4,16,0.00103112,0.204335,4514137,2.20919e+07,5952.0,.7919,4.900,0.161827,calculated
wiki,7K_nodes_100K_edges,4star,4,1,0.00061225,0.204083,4514137,2.21191e+07,6080.0,1.000,100.00,0.204083,baseline
wiki,7K_nodes_100K_edges,4star,4,2,0.000555459,0.215723,4514137,2.09256e+07,6016.0,.9460,47.300,0.204083,calculated
wiki,7K_nodes_100K_edges,4star,4,4,0.000549333,0.164009,4514137,2.75238e+07,5904.0,1.2443,31.100,0.204083,calculated
wiki,7K_nodes_100K_edges,4star,4,8,0.000518959,0.171711,4514137,2.62892e+07,6000.0,1.1885,14.800,0.204083,calculated
wiki,7K_nodes_100K_edges,4star,4,16,0.000532333,0.168256,4514137,2.6829e+07,5952.0,1.2129,7.500,0.204083,calculated
wiki,7K_nodes_100K_edges,4clique,4,1,0.000527667,0.180788,4514137,2.49693e+07,5984.0,1.000,100.00,0.180788,baseline
wiki,7K_nodes_100K_edges,4clique,4,2,0.000527875,0.199377,4514137,2.26412e+07,6016.0,.9067,45.300,0.180788,calculated
wiki,7K_nodes_100K_edges,4clique,4,4,0.000525917,0.167785,4514137,2.69043e+07,6048.0,1.0774,26.900,0.180788,calculated
wiki,7K_nodes_100K_edges,4clique,4,8,0.000519,0.169295,4514137,2.66642e+07,5984.0,1.0678,13.300,0.180788,calculated
wiki,7K_nodes_100K_edges,4clique,4,16,0.000536583,0.171619,4514137,2.63033e+07,6064.0,1.0534,6.500,0.180788,calculated
wiki,7K_nodes_100K_edges,5clique,5,1,0.000516959,0.175885,4514137,2.56653e+07,5984.0,1.000,100.00,0.175885,baseline
wiki,7K_nodes_100K_edges,5clique,5,2,0.0005485,0.169133,4514137,2.66898e+07,6096.0,1.0399,51.900,0.175885,calculated
wiki,7K_nodes_100K_edges,5clique,5,4,0.000527709,0.165287,4514137,2.7311e+07,5984.0,1.0641,26.600,0.175885,calculated
wiki,7K_nodes_100K_edges,5clique,5,8,0.000524666,0.173181,4514137,2.60661e+07,5840.0,1.0156,12.600,0.175885,calculated
wiki,7K_nodes_100K_edges,5clique,5,16,0.00051725,0.192887,4514137,2.3403e+07,6048.0,.9118,5.600,0.175885,calculated
wiki,7K_nodes_100K_edges,house,4,1,0.000965292,0.306373,4514137,1.47341e+07,6048.0,1.000,100.00,0.306373,baseline
wiki,7K_nodes_100K_edges,house,4,2,0.000947167,0.314469,4514137,1.43548e+07,6032.0,.9742,48.700,0.306373,calculated
wiki,7K_nodes_100K_edges,house,4,4,0.000995834,0.265029,4514137,1.70326e+07,5936.0,1.1559,28.800,0.306373,calculated
wiki,7K_nodes_100K_edges,house,4,8,0.000989542,0.264357,4514137,1.70759e+07,5968.0,1.1589,14.400,0.306373,calculated
