Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency
wiki,317K_nodes_1M_edges,triangle,3,1,0.00350712,0.0161649,608389,3.76365e+07,4384,1.00,100.0
wiki,317K_nodes_1M_edges,triangle,3,2,0.000507291,0.017889,608389,3.4009e+07,4224,.90,40.0
wiki,317K_nodes_1M_edges,triangle,3,4,0.000523333,0.0194921,608389,3.1212e+07,4224,.82,20.0
wiki,317K_nodes_1M_edges,triangle,3,8,0.000523208,0.0176999,608389,3.43725e+07,4192,.91,10.0
wiki,317K_nodes_1M_edges,triangle,3,16,0.00059025,0.018985,608389,3.20458e+07,4240,.85,0
wiki,317K_nodes_1M_edges,4path,4,1,FAILED,FAILED,0,0,0,0,0
wiki,317K_nodes_1M_edges,4path,4,2,0.000906,0.0202695,608389,3.00149e+07,4304,N/A,N/A
wiki,317K_nodes_1M_edges,4path,4,4,0.000636833,0.0469347,608389,1.29624e+07,4208,N/A,N/A
wiki,317K_nodes_1M_edges,4path,4,8,0.000607333,0.0180387,608389,3.37269e+07,4272,N/A,N/A
wiki,317K_nodes_1M_edges,4path,4,16,0.000867208,0.0212218,608389,2.86681e+07,4400,N/A,N/A
wiki,317K_nodes_1M_edges,4cycle,4,1,0.000845666,0.0224084,608389,2.71501e+07,4368,1.00,100.0
wiki,317K_nodes_1M_edges,4cycle,4,2,0.000825292,0.03227,608389,1.88531e+07,4192,.69,30.0
wiki,317K_nodes_1M_edges,4cycle,4,4,0.00185462,0.0549314,608389,1.10754e+07,4368,.40,10.0
wiki,317K_nodes_1M_edges,4cycle,4,8,0.000891,0.034271,608389,1.77523e+07,4256,.65,0
wiki,317K_nodes_1M_edges,4cycle,4,16,0.00103446,0.0301431,608389,2.01833e+07,4224,.74,0
wiki,317K_nodes_1M_edges,4star,4,1,0.000854125,0.0258591,608389,2.35271e+07,4208,1.00,100.0
wiki,317K_nodes_1M_edges,4star,4,2,0.00105821,0.0208591,608389,2.91666e+07,4320,1.23,60.0
wiki,317K_nodes_1M_edges,4star,4,4,0.000754875,0.0217054,608389,2.80294e+07,4336,1.19,20.0
wiki,317K_nodes_1M_edges,4star,4,8,0.000704166,0.0211644,608389,2.87459e+07,4224,1.22,10.0
wiki,317K_nodes_1M_edges,4star,4,16,FAILED,FAILED,0,0,0,0,0
wiki,317K_nodes_1M_edges,4clique,4,1,0.000719916,0.0261133,608389,2.32981e+07,4256,1.00,100.0
wiki,317K_nodes_1M_edges,4clique,4,2,0.000720916,0.026922,608389,2.25982e+07,4352,.96,40.0
wiki,317K_nodes_1M_edges,4clique,4,4,0.000994542,0.027106,608389,2.24448e+07,4336,.96,20.0
wiki,317K_nodes_1M_edges,4clique,4,8,0.000852375,0.0232288,608389,2.61912e+07,4224,1.12,10.0
wiki,317K_nodes_1M_edges,4clique,4,16,0.000842,0.0207207,608389,2.93613e+07,4208,1.26,0
wiki,317K_nodes_1M_edges,5clique,5,1,0.000767,0.0212398,608389,2.86438e+07,4208,1.00,100.0
wiki,317K_nodes_1M_edges,5clique,5,2,0.000820834,0.0200623,608389,3.0325e+07,4176,1.05,50.0
wiki,317K_nodes_1M_edges,5clique,5,4,FAILED,FAILED,0,0,0,0,0
wiki,317K_nodes_1M_edges,5clique,5,8,0.000682333,0.0236551,608389,2.57192e+07,4256,.89,10.0
wiki,317K_nodes_1M_edges,5clique,5,16,0.000719042,0.022313,608389,2.72661e+07,4208,.95,0
wiki,317K_nodes_1M_edges,house,4,1,0.000683458,0.0222427,608389,2.73523e+07,4224,1.00,100.0
wiki,317K_nodes_1M_edges,house,4,2,0.0007075,0.0211125,608389,2.88166e+07,4272,1.05,50.0
wiki,317K_nodes_1M_edges,house,4,4,0.000888167,0.0214528,608389,2.83594e+07,4304,1.03,20.0
wiki,317K_nodes_1M_edges,house,4,8,0.000828875,0.021933,608389,2.77385e+07,4176,1.01,10.0
wiki,317K_nodes_1M_edges,house,4,16,0.000741,0.0310229,608389,1.9611e+07,4352,.71,0
wiki,317K_nodes_1M_edges,diamond,4,1,0.0009855,0.0327082,608389,1.86005e+07,4336,1.00,100.0
wiki,317K_nodes_1M_edges,diamond,4,2,0.00131117,0.162677,608389,3.73985e+06,4304,.20,10.0
wiki,317K_nodes_1M_edges,diamond,4,4,0.00109508,0.0366664,608389,1.65925e+07,4224,.89,20.0
wiki,317K_nodes_1M_edges,diamond,4,8,0.00121596,0.0326965,608389,1.86071e+07,4208,1.00,10.0
wiki,317K_nodes_1M_edges,diamond,4,16,0.000950792,0.0263739,608389,2.30679e+07,4256,1.24,0
enron,317K_nodes_1M_edges,triangle,3,1,0.00820829,0.0195164,727044,3.72529e+07,5616,1.00,100.0
enron,317K_nodes_1M_edges,triangle,3,2,0.00157242,0.0193518,727044,3.75698e+07,5536,1.00,50.0
enron,317K_nodes_1M_edges,triangle,3,4,0.00158883,0.0184264,727044,3.94567e+07,5584,1.05,20.0
enron,317K_nodes_1M_edges,triangle,3,8,0.00141583,0.0186785,727044,3.89241e+07,5632,1.04,10.0
enron,317K_nodes_1M_edges,triangle,3,16,0.00136738,0.0198519,727044,3.66234e+07,5488,.98,0
enron,317K_nodes_1M_edges,4path,4,1,0.00158929,0.0199865,727044,3.63767e+07,5520,1.00,100.0
enron,317K_nodes_1M_edges,4path,4,2,0.00138808,0.0198755,727044,3.65799e+07,5616,1.00,50.0
enron,317K_nodes_1M_edges,4path,4,4,0.00134537,0.0183898,727044,3.95352e+07,5504,1.08,20.0
enron,317K_nodes_1M_edges,4path,4,8,0.0013455,0.02631,727044,2.76338e+07,5488,.75,0
enron,317K_nodes_1M_edges,4path,4,16,0.00170338,0.0256221,727044,2.83756e+07,5520,.78,0
enron,317K_nodes_1M_edges,4cycle,4,1,0.00173321,0.0217595,727044,3.34127e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,4cycle,4,2,0.00156854,0.0203786,727044,3.56768e+07,5520,1.06,50.0
enron,317K_nodes_1M_edges,4cycle,4,4,FAILED,FAILED,0,0,0,0,0
enron,317K_nodes_1M_edges,4cycle,4,8,0.00156621,0.0218623,727044,3.32556e+07,5520,.99,10.0
enron,317K_nodes_1M_edges,4cycle,4,16,0.00160392,0.0187019,727044,3.88754e+07,5504,1.16,0
enron,317K_nodes_1M_edges,4star,4,1,0.00130821,0.0206498,727044,3.52084e+07,5504,1.00,100.0
enron,317K_nodes_1M_edges,4star,4,2,0.00137796,0.020068,727044,3.62291e+07,5520,1.02,50.0
enron,317K_nodes_1M_edges,4star,4,4,0.00129979,0.0185652,727044,3.91617e+07,5504,1.11,20.0
enron,317K_nodes_1M_edges,4star,4,8,0.00134533,0.018637,727044,3.90107e+07,5568,1.10,10.0
enron,317K_nodes_1M_edges,4star,4,16,0.0013475,0.019708,727044,3.68909e+07,5568,1.04,0
enron,317K_nodes_1M_edges,4clique,4,1,0.00143633,0.0210203,727044,3.45877e+07,5568,1.00,100.0
enron,317K_nodes_1M_edges,4clique,4,2,0.00197779,0.0178498,727044,4.07311e+07,5616,1.17,50.0
enron,317K_nodes_1M_edges,4clique,4,4,0.00170696,0.0184023,727044,3.95083e+07,5712,1.14,20.0
enron,317K_nodes_1M_edges,4clique,4,8,0.00129942,0.0184091,727044,3.94937e+07,5536,1.14,10.0
enron,317K_nodes_1M_edges,4clique,4,16,0.00129204,0.019351,727044,3.75713e+07,5536,1.08,0
enron,317K_nodes_1M_edges,5clique,5,1,0.00132321,0.0190043,727044,3.82568e+07,5520,1.00,100.0
enron,317K_nodes_1M_edges,5clique,5,2,0.00133579,0.0183125,727044,3.9702e+07,5552,1.03,50.0
enron,317K_nodes_1M_edges,5clique,5,4,0.00183767,0.0186547,727044,3.89738e+07,5680,1.01,20.0
enron,317K_nodes_1M_edges,5clique,5,8,0.00146892,0.0199877,727044,3.63746e+07,5552,.95,10.0
enron,317K_nodes_1M_edges,5clique,5,16,0.00137683,0.0187894,727044,3.86944e+07,5600,1.01,0
enron,317K_nodes_1M_edges,house,4,1,0.00129446,0.018312,727044,3.97031e+07,5488,1.00,100.0
enron,317K_nodes_1M_edges,house,4,2,0.00137796,0.0197725,727044,3.67704e+07,5616,.92,40.0
enron,317K_nodes_1M_edges,house,4,4,0.001555,0.0186686,727044,3.89448e+07,5536,.98,20.0
enron,317K_nodes_1M_edges,house,4,8,0.00145333,0.0208027,727044,3.49495e+07,5600,.88,10.0
enron,317K_nodes_1M_edges,house,4,16,0.00137125,0.0186023,727044,3.90836e+07,5632,.98,0
enron,317K_nodes_1M_edges,diamond,4,1,0.00133183,0.0183499,727044,3.96211e+07,5552,1.00,100.0
enron,317K_nodes_1M_edges,diamond,4,2,0.00142954,0.0204055,727044,3.56298e+07,5648,.89,40.0
enron,317K_nodes_1M_edges,diamond,4,4,0.00155338,0.0196067,727044,3.70813e+07,5488,.93,20.0
enron,317K_nodes_1M_edges,diamond,4,8,0.00146988,0.0185125,727044,3.92731e+07,5568,.99,10.0
enron,317K_nodes_1M_edges,diamond,4,16,0.00129396,0.01858,727044,3.91305e+07,5520,.98,0
dblp,317K_nodes_1M_edges,triangle,3,1,0.0207517,0.0531555,2224385,4.18468e+07,19184,1.00,100.0
dblp,317K_nodes_1M_edges,triangle,3,2,0.00957446,0.0608559,2224385,3.65517e+07,19056,.87,40.0
dblp,317K_nodes_1M_edges,triangle,3,4,0.0100581,0.0674138,2224385,3.2996e+07,18896,.78,10.0
dblp,317K_nodes_1M_edges,triangle,3,8,0.00954908,0.0703397,2224385,3.16235e+07,18992,.75,0
dblp,317K_nodes_1M_edges,triangle,3,16,0.00949154,0.068488,2224385,3.24785e+07,18960,.77,0
dblp,317K_nodes_1M_edges,4path,4,1,0.00983137,0.064408,2224385,3.45359e+07,19008,1.00,100.0
dblp,317K_nodes_1M_edges,4path,4,2,0.00973425,0.0742057,2224385,2.99759e+07,18960,.86,40.0
dblp,317K_nodes_1M_edges,4path,4,4,0.0100455,0.0710283,2224385,3.13169e+07,19136,.90,20.0
dblp,317K_nodes_1M_edges,4path,4,8,0.0104832,0.0648718,2224385,3.4289e+07,19040,.99,10.0
dblp,317K_nodes_1M_edges,4path,4,16,0.00947171,0.0667672,2224385,3.33155e+07,18896,.96,0
dblp,317K_nodes_1M_edges,4cycle,4,1,0.0143053,0.0650104,2224385,3.42158e+07,18944,1.00,100.0
dblp,317K_nodes_1M_edges,4cycle,4,2,0.00946471,0.0676003,2224385,3.2905e+07,19040,.96,40.0
dblp,317K_nodes_1M_edges,4cycle,4,4,0.0103864,0.0631434,2224385,3.52275e+07,19056,1.02,20.0
dblp,317K_nodes_1M_edges,4cycle,4,8,0.00996429,0.0629975,2224385,3.53091e+07,19088,1.03,10.0
dblp,317K_nodes_1M_edges,4cycle,4,16,0.00948612,0.0659972,2224385,3.37042e+07,18976,.98,0
dblp,317K_nodes_1M_edges,4star,4,1,0.0130662,0.0939712,2224385,2.36709e+07,18928,1.00,100.0
dblp,317K_nodes_1M_edges,4star,4,2,0.0115897,0.0627554,2224385,3.54453e+07,19024,1.49,70.0
dblp,317K_nodes_1M_edges,4star,4,4,0.00990992,0.0627988,2224385,3.54208e+07,18976,1.49,30.0
dblp,317K_nodes_1M_edges,4star,4,8,0.0101471,0.0648297,2224385,3.43112e+07,19040,1.44,10.0
dblp,317K_nodes_1M_edges,4star,4,16,0.00947604,0.0631739,2224385,3.52105e+07,18960,1.48,0
dblp,317K_nodes_1M_edges,4clique,4,1,0.00963583,0.0602938,2224385,3.68924e+07,18944,1.00,100.0
dblp,317K_nodes_1M_edges,4clique,4,2,0.00970958,0.0671028,2224385,3.31489e+07,19072,.89,40.0
dblp,317K_nodes_1M_edges,4clique,4,4,0.009816,0.0619359,2224385,3.59143e+07,19040,.97,20.0
dblp,317K_nodes_1M_edges,4clique,4,8,0.010646,0.0627448,2224385,3.54513e+07,18976,.96,10.0
dblp,317K_nodes_1M_edges,4clique,4,16,0.011054,0.0656208,2224385,3.38976e+07,18976,.91,0
dblp,317K_nodes_1M_edges,5clique,5,1,0.00954421,0.0674048,2224385,3.30004e+07,18960,1.00,100.0
dblp,317K_nodes_1M_edges,5clique,5,2,0.00961192,0.0673637,2224385,3.30205e+07,18880,1.00,50.0
dblp,317K_nodes_1M_edges,5clique,5,4,0.00956708,0.0729155,2224385,3.05063e+07,18976,.92,20.0
dblp,317K_nodes_1M_edges,5clique,5,8,0.0100885,0.0682943,2224385,3.25706e+07,19024,.98,10.0
dblp,317K_nodes_1M_edges,5clique,5,16,0.0100355,0.0657162,2224385,3.38483e+07,18848,1.02,0
dblp,317K_nodes_1M_edges,house,4,1,0.0101072,0.0657934,2224385,3.38086e+07,18896,1.00,100.0
dblp,317K_nodes_1M_edges,house,4,2,0.0108969,0.0722872,2224385,3.07715e+07,19040,.91,40.0
dblp,317K_nodes_1M_edges,house,4,4,0.00988196,0.0652163,2224385,3.41078e+07,19008,1.00,20.0
dblp,317K_nodes_1M_edges,house,4,8,0.00972833,0.0639298,2224385,3.47942e+07,18992,1.02,10.0
dblp,317K_nodes_1M_edges,house,4,16,0.0100796,0.0640449,2224385,3.47316e+07,18912,1.02,0
dblp,317K_nodes_1M_edges,diamond,4,1,0.00950992,0.0579103,2224385,3.84109e+07,18880,1.00,100.0
dblp,317K_nodes_1M_edges,diamond,4,2,0.00971304,0.063776,2224385,3.48781e+07,18960,.90,40.0
dblp,317K_nodes_1M_edges,diamond,4,4,0.00984496,0.066024,2224385,3.36906e+07,19024,.87,20.0
dblp,317K_nodes_1M_edges,diamond,4,8,0.0103606,0.0653568,2224385,3.40345e+07,18976,.88,10.0
dblp,317K_nodes_1M_edges,diamond,4,16,0.0105891,0.0618517,2224385,3.59632e+07,18880,.93,0
