Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency
wiki,317K_nodes_1M_edges,4star,4,4,0.000667042,0.021136,608389,2.87845e+07,4192,.89,20.0
wiki,317K_nodes_1M_edges,4star,4,8,0.00117292,0.0289788,608389,2.09943e+07,4256,.65,0
wiki,317K_nodes_1M_edges,4star,4,16,0.000711708,0.0307914,608389,1.97584e+07,4176,.61,0
wiki,317K_nodes_1M_edges,4clique,4,1,0.00092525,0.0420852,608389,1.44561e+07,4304,1.00,100.0
wiki,317K_nodes_1M_edges,4clique,4,2,0.000890875,0.0860565,608389,7.06964e+06,4208,.48,20.0
wiki,317K_nodes_1M_edges,4clique,4,4,0.00138254,0.227531,608389,2.67387e+06,4272,.18,0
wiki,317K_nodes_1M_edges,4clique,4,8,0.00101992,0.0417993,608389,1.4555e+07,4256,1.00,10.0
wiki,317K_nodes_1M_edges,4clique,4,16,0.00113383,0.0423725,608389,1.43581e+07,4208,.99,0
wiki,317K_nodes_1M_edges,5clique,5,1,0.00115683,0.0377142,608389,1.61315e+07,4240,1.00,100.0
wiki,317K_nodes_1M_edges,5clique,5,2,0.0012045,0.033987,608389,1.79006e+07,4288,1.10,50.0
wiki,317K_nodes_1M_edges,5clique,5,4,0.00131196,0.0370958,608389,1.64005e+07,4400,1.01,20.0
wiki,317K_nodes_1M_edges,5clique,5,8,0.00120942,0.0412726,608389,1.47408e+07,4208,.91,10.0
wiki,317K_nodes_1M_edges,5clique,5,16,0.00109071,0.0304242,608389,1.99968e+07,4304,1.23,0
wiki,317K_nodes_1M_edges,house,4,1,0.000934917,0.0276237,608389,2.20242e+07,4176,1.00,100.0
wiki,317K_nodes_1M_edges,house,4,2,0.000819042,0.0267652,608389,2.27306e+07,4176,1.03,50.0
wiki,317K_nodes_1M_edges,house,4,4,0.000857334,0.0302686,608389,2.00997e+07,4256,.91,20.0
wiki,317K_nodes_1M_edges,house,4,8,0.000844417,0.0352533,608389,1.72576e+07,4336,.78,0
wiki,317K_nodes_1M_edges,house,4,16,0.00118012,0.0353955,608389,1.71883e+07,4496,.78,0
wiki,317K_nodes_1M_edges,diamond,4,1,0.000788459,0.0562809,608389,1.08099e+07,4240,1.00,100.0
wiki,317K_nodes_1M_edges,diamond,4,2,0.00159225,0.0468778,608389,1.29782e+07,4320,1.20,60.0
wiki,317K_nodes_1M_edges,diamond,4,4,0.00106767,0.0767279,608389,7.92918e+06,4208,.73,10.0
wiki,317K_nodes_1M_edges,diamond,4,8,0.000850959,0.0678485,608389,8.96688e+06,4240,.82,10.0
wiki,317K_nodes_1M_edges,diamond,4,16,0.00419792,0.0630689,608389,9.64642e+06,4320,.89,0
enron,317K_nodes_1M_edges,triangle,3,1,0.0112005,0.0366526,727044,1.98361e+07,5584,1.00,100.0
enron,317K_nodes_1M_edges,triangle,3,2,0.00205167,0.0293313,727044,2.47873e+07,5472,1.24,60.0
enron,317K_nodes_1M_edges,triangle,3,4,0.00174571,0.0316945,727044,2.29392e+07,5488,1.15,20.0
enron,317K_nodes_1M_edges,triangle,3,8,0.00207292,0.0291828,727044,2.49135e+07,5648,1.25,10.0
enron,317K_nodes_1M_edges,triangle,3,16,0.00219346,0.0303835,727044,2.39289e+07,5712,1.20,0
enron,317K_nodes_1M_edges,4path,4,1,0.00663612,0.037083,727044,1.96059e+07,5568,1.00,100.0
enron,317K_nodes_1M_edges,4path,4,2,0.00187071,0.0274425,727044,2.64934e+07,5488,1.35,60.0
enron,317K_nodes_1M_edges,4path,4,4,0.00181254,0.0238503,727044,3.04837e+07,5520,1.55,30.0
enron,317K_nodes_1M_edges,4path,4,8,0.00160933,0.0237748,727044,3.05805e+07,5520,1.55,10.0
enron,317K_nodes_1M_edges,4path,4,16,0.00162304,0.0227795,727044,3.19166e+07,5504,1.62,10.0
enron,317K_nodes_1M_edges,4cycle,4,1,0.00163267,0.0235368,727044,3.08897e+07,5504,1.00,100.0
enron,317K_nodes_1M_edges,4cycle,4,2,0.00164958,0.0255532,727044,2.84522e+07,5536,.92,40.0
enron,317K_nodes_1M_edges,4cycle,4,4,0.00202808,0.0240225,727044,3.02652e+07,5712,.97,20.0
enron,317K_nodes_1M_edges,4cycle,4,8,0.00182975,0.0312048,727044,2.32991e+07,5632,.75,0
enron,317K_nodes_1M_edges,4cycle,4,16,0.00161996,0.0281827,727044,2.57975e+07,5584,.83,0
enron,317K_nodes_1M_edges,4star,4,1,FAILED,FAILED,0,0,0,0,0
enron,317K_nodes_1M_edges,4star,4,2,0.00167867,0.0260849,727044,2.78722e+07,5520,N/A,N/A
enron,317K_nodes_1M_edges,4star,4,4,0.00164783,0.0275729,727044,2.6368e+07,5520,N/A,N/A
enron,317K_nodes_1M_edges,4star,4,8,0.00194758,0.0267378,727044,2.71916e+07,5520,N/A,N/A
enron,317K_nodes_1M_edges,4star,4,16,0.00294842,0.0385978,727044,1.88364e+07,5616,N/A,N/A
enron,317K_nodes_1M_edges,4clique,4,1,0.00208925,0.0737817,727044,9.85398e+06,5712,1.00,100.0
enron,317K_nodes_1M_edges,4clique,4,2,0.00202142,0.0767664,727044,9.47086e+06,5520,.96,40.0
enron,317K_nodes_1M_edges,4clique,4,4,0.00389721,0.120975,727044,6.00989e+06,5632,.60,10.0
enron,317K_nodes_1M_edges,4clique,4,8,0.00176433,0.0495359,727044,1.46771e+07,5488,1.48,10.0
enron,317K_nodes_1M_edges,4clique,4,16,0.002113,0.0495358,727044,1.46771e+07,5648,1.48,0
enron,317K_nodes_1M_edges,5clique,5,1,0.00154025,0.0690187,727044,1.0534e+07,5504,1.00,100.0
enron,317K_nodes_1M_edges,5clique,5,2,0.00266992,0.0433783,727044,1.67605e+07,5728,1.59,70.0
enron,317K_nodes_1M_edges,5clique,5,4,0.00172129,0.0383489,727044,1.89587e+07,5552,1.79,40.0
enron,317K_nodes_1M_edges,5clique,5,8,0.00178388,0.0340583,727044,2.1347e+07,5552,2.02,20.0
enron,317K_nodes_1M_edges,5clique,5,16,0.00137925,0.0499363,727044,1.45594e+07,5568,1.38,0
enron,317K_nodes_1M_edges,house,4,1,0.00212383,0.115632,727044,6.28758e+06,5616,1.00,100.0
enron,317K_nodes_1M_edges,house,4,2,0.00146608,0.0445848,727044,1.6307e+07,5600,2.59,120.0
enron,317K_nodes_1M_edges,house,4,4,0.00258429,0.0334661,727044,2.17248e+07,5648,3.45,80.0
enron,317K_nodes_1M_edges,house,4,8,FAILED,FAILED,0,0,0,0,0
enron,317K_nodes_1M_edges,house,4,16,0.00271929,0.0475642,727044,1.52855e+07,5760,2.43,10.0
enron,317K_nodes_1M_edges,diamond,4,1,0.00303004,0.0487087,727044,1.49264e+07,5584,1.00,100.0
enron,317K_nodes_1M_edges,diamond,4,2,0.00191467,0.0398006,727044,1.82672e+07,5616,1.22,60.0
enron,317K_nodes_1M_edges,diamond,4,4,0.00181171,0.037038,727044,1.96297e+07,5648,1.31,30.0
enron,317K_nodes_1M_edges,diamond,4,8,0.00140967,0.0348914,727044,2.08374e+07,5536,1.39,10.0
enron,317K_nodes_1M_edges,diamond,4,16,0.00216096,0.0453039,727044,1.60481e+07,5600,1.07,0
dblp,317K_nodes_1M_edges,triangle,3,1,0.0289425,0.112677,2224385,1.97413e+07,18912,1.00,100.0
dblp,317K_nodes_1M_edges,triangle,3,2,0.0106538,0.161094,2224385,1.3808e+07,18976,.69,30.0
dblp,317K_nodes_1M_edges,triangle,3,4,0.01503,0.109445,2224385,2.03241e+07,19008,1.02,20.0
dblp,317K_nodes_1M_edges,triangle,3,8,0.0114252,0.156996,2224385,1.41684e+07,18944,.71,0
dblp,317K_nodes_1M_edges,triangle,3,16,0.0111577,0.129373,2224385,1.71936e+07,19152,.87,0
dblp,317K_nodes_1M_edges,4path,4,1,0.0118424,0.126,2224385,1.76538e+07,19088,1.00,100.0
dblp,317K_nodes_1M_edges,4path,4,2,0.00947113,0.181153,2224385,1.22791e+07,18976,.69,30.0
dblp,317K_nodes_1M_edges,4path,4,4,0.010635,0.14396,2224385,1.54514e+07,19104,.87,20.0
dblp,317K_nodes_1M_edges,4path,4,8,0.0100386,0.125509,2224385,1.77229e+07,19040,1.00,10.0
dblp,317K_nodes_1M_edges,4path,4,16,0.011257,0.0933145,2224385,2.38375e+07,18912,1.35,0
dblp,317K_nodes_1M_edges,4cycle,4,1,0.0116228,0.170034,2224385,1.3082e+07,18976,1.00,100.0
dblp,317K_nodes_1M_edges,4cycle,4,2,0.0188272,0.10816,2224385,2.05656e+07,19072,1.57,70.0
dblp,317K_nodes_1M_edges,4cycle,4,4,0.0103157,0.154307,2224385,1.44153e+07,18912,1.10,20.0
dblp,317K_nodes_1M_edges,4cycle,4,8,0.0375647,0.218318,2224385,1.01887e+07,19120,.77,0
dblp,317K_nodes_1M_edges,4cycle,4,16,0.0128526,0.178163,2224385,1.24851e+07,18976,.95,0
dblp,317K_nodes_1M_edges,4star,4,1,0.0189526,0.208467,2224385,1.06702e+07,19136,1.00,100.0
dblp,317K_nodes_1M_edges,4star,4,2,0.01488,0.13428,2224385,1.65653e+07,19072,1.55,70.0
dblp,317K_nodes_1M_edges,4star,4,4,0.0115925,0.164785,2224385,1.34987e+07,18976,1.26,30.0
dblp,317K_nodes_1M_edges,4star,4,8,0.0174445,0.0783073,2224385,2.84058e+07,18976,2.66,30.0
dblp,317K_nodes_1M_edges,4star,4,16,0.0142944,0.0989424,2224385,2.24816e+07,18976,2.10,10.0
dblp,317K_nodes_1M_edges,4clique,4,1,0.0106289,0.08122,2224385,2.73872e+07,18896,1.00,100.0
dblp,317K_nodes_1M_edges,4clique,4,2,0.0107485,0.0733178,2224385,3.0339e+07,18944,1.10,50.0
dblp,317K_nodes_1M_edges,4clique,4,4,0.0129128,0.0738712,2224385,3.01117e+07,18912,1.09,20.0
dblp,317K_nodes_1M_edges,4clique,4,8,0.0108958,0.0713789,2224385,3.11631e+07,18896,1.13,10.0
dblp,317K_nodes_1M_edges,4clique,4,16,0.00962896,0.0787105,2224385,2.82603e+07,18976,1.03,0
dblp,317K_nodes_1M_edges,5clique,5,1,0.00932017,0.0900565,2224385,2.46999e+07,18864,1.00,100.0
dblp,317K_nodes_1M_edges,5clique,5,2,0.01008,0.117607,2224385,1.89137e+07,18976,.76,30.0
dblp,317K_nodes_1M_edges,5clique,5,4,0.0148106,0.0916655,2224385,2.42663e+07,18944,.98,20.0
dblp,317K_nodes_1M_edges,5clique,5,8,0.0138464,0.0826745,2224385,2.69053e+07,18928,1.08,10.0
dblp,317K_nodes_1M_edges,5clique,5,16,0.0151496,0.0997862,2224385,2.22915e+07,19088,.90,0
dblp,317K_nodes_1M_edges,house,4,1,0.0120305,0.0767152,2224385,2.89953e+07,19008,1.00,100.0
dblp,317K_nodes_1M_edges,house,4,2,0.00944479,0.0737025,2224385,3.01806e+07,18928,1.04,50.0
dblp,317K_nodes_1M_edges,house,4,4,0.00972788,0.0840662,2224385,2.64599e+07,18880,.91,20.0
dblp,317K_nodes_1M_edges,house,4,8,0.0103299,0.0748711,2224385,2.97095e+07,18848,1.02,10.0
dblp,317K_nodes_1M_edges,house,4,16,0.0108092,0.0739547,2224385,3.00776e+07,18944,1.03,0
dblp,317K_nodes_1M_edges,diamond,4,1,0.0106172,0.0625264,2224385,3.55751e+07,18944,1.00,100.0
dblp,317K_nodes_1M_edges,diamond,4,2,0.00940704,0.0581473,2224385,3.82543e+07,18912,1.07,50.0
dblp,317K_nodes_1M_edges,diamond,4,4,0.00930575,0.0535268,2224385,4.15564e+07,18928,1.16,20.0
dblp,317K_nodes_1M_edges,diamond,4,8,0.00922767,0.0532045,2224385,4.18082e+07,18896,1.17,10.0
dblp,317K_nodes_1M_edges,diamond,4,16,0.00932758,0.0554842,2224385,4.00904e+07,18848,1.12,0
