Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.00449904,0.0240551,608389,2.52915e+07,4240.0,1.000,100.00,0.0240551,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.00106304,0.0261463,608389,2.32686e+07,4304.0,.9200,46.000,0.0240551,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.0009215,0.0251394,608389,2.42006e+07,4336.0,.9568,23.900,0.0240551,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.000987875,0.024009,608389,2.534e+07,4240.0,1.0019,12.500,0.0240551,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,0.000781625,0.0262546,608389,2.31726e+07,4208.0,.9162,5.700,0.0240551,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.000990625,4.69365,32230662,6.86687e+06,4640.0,1.000,100.00,4.69365,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.00135846,4.39136,32230662,7.33956e+06,4800.0,1.0688,53.400,4.69365,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.000905542,25.0835,32230662,1.28494e+06,4624.0,.1871,4.600,4.69365,calculated
wiki,7K_nodes_100K_edges,4path,4,8,0.00397917,3.59073,32230662,8.97609e+06,4656.0,1.3071,16.300,4.69365,calculated
wiki,7K_nodes_100K_edges,4path,4,16,0.00109462,3.2429,32230662,9.93883e+06,4592.0,1.4473,9.000,4.69365,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.00102458,5.34438,32230662,6.03076e+06,4592.0,1.000,100.00,5.34438,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.00107975,2.77745,32230662,1.16044e+07,4720.0,1.9242,96.200,5.34438,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.00101925,2.77651,32230662,1.16083e+07,4704.0,1.9248,48.100,5.34438,calculated
wiki,7K_nodes_100K_edges,4cycle,4,8,0.00212671,2.62554,32230662,1.22758e+07,4672.0,2.0355,25.400,5.34438,calculated
wiki,7K_nodes_100K_edges,4cycle,4,16,0.00106325,2.57838,32230662,1.25003e+07,4704.0,2.0727,12.900,5.34438,calculated
wiki,7K_nodes_100K_edges,4star,4,1,0.00100117,4.96825,1127174796,2.26876e+08,6960.0,1.000,100.00,4.96825,baseline
wiki,7K_nodes_100K_edges,4star,4,2,0.00105825,6.27006,1127174796,1.79771e+08,6320.0,.7923,39.600,4.96825,calculated
wiki,7K_nodes_100K_edges,4star,4,4,0.001004,4.79007,1127174796,2.35315e+08,6976.0,1.0371,25.900,4.96825,calculated
wiki,7K_nodes_100K_edges,4star,4,8,0.00101825,5.11601,1127174796,2.20323e+08,7104.0,.9711,12.100,4.96825,calculated
