Dataset,Graph_Size,Pattern,Pattern_Size,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Throughput,Memory_Peak_MB,Speedup,Efficiency,Baseline_s,Notes
wiki,7K_nodes_100K_edges,triangle,3,1,0.0044355,0.0168508,608389,3.61045e+07,4384.0,1.000,100.00,0.0168508,baseline
wiki,7K_nodes_100K_edges,triangle,3,2,0.000604209,0.0174195,608389,3.49257e+07,4208.0,.9673,48.300,0.0168508,calculated
wiki,7K_nodes_100K_edges,triangle,3,4,0.000661625,0.0177382,608389,3.42982e+07,4336.0,.9499,23.700,0.0168508,calculated
wiki,7K_nodes_100K_edges,triangle,3,8,0.000548291,0.0180317,608389,3.374e+07,4224.0,.9345,11.600,0.0168508,calculated
wiki,7K_nodes_100K_edges,triangle,3,16,0.000662,0.0185708,608389,3.27605e+07,4208.0,.9073,5.600,0.0168508,calculated
wiki,7K_nodes_100K_edges,4path,4,1,0.000555417,0.0183693,608389,3.31199e+07,4176.0,1.000,100.00,0.0183693,baseline
wiki,7K_nodes_100K_edges,4path,4,2,0.000552791,0.0199809,608389,3.04485e+07,4192.0,.9193,45.900,0.0183693,calculated
wiki,7K_nodes_100K_edges,4path,4,4,0.000546583,0.0188236,608389,3.23206e+07,4240.0,.9758,24.300,0.0183693,calculated
wiki,7K_nodes_100K_edges,4path,4,8,0.00053825,0.0174896,608389,3.47857e+07,4240.0,1.0502,13.100,0.0183693,calculated
wiki,7K_nodes_100K_edges,4path,4,16,0.000540709,0.0192387,608389,3.16232e+07,4224.0,.9548,5.900,0.0183693,calculated
wiki,7K_nodes_100K_edges,4cycle,4,1,0.000590375,0.0187901,608389,3.23781e+07,4240.0,1.000,100.00,0.0187901,baseline
wiki,7K_nodes_100K_edges,4cycle,4,2,0.000533833,0.0204103,608389,2.98079e+07,4224.0,.9206,46.000,0.0187901,calculated
wiki,7K_nodes_100K_edges,4cycle,4,4,0.000533875,0.0197311,608389,3.0834e+07,4224.0,.9523,23.800,0.0187901,calculated
