Dataset,PatternCategory,QueryFile,Threads,LoadTime_s,ExecutionTime_s,Result_Count,Memory_Peak_MB,Status,Notes
wiki,small_sparse,query_sparse_8_1.graph,1,,,608389,4.15,SUCCESS,""
wiki,small_sparse,query_sparse_8_1.graph,4,,,608389,4.18,SUCCESS,""
wiki,small_sparse,query_sparse_8_1.graph,8,,,608389,4.51,SUCCESS,""
wiki,small_sparse,query_sparse_8_1.graph,16,,,608389,4.50,SUCCESS,""
wiki,small_sparse,query_sparse_8_10.graph,1,N/A,N/A,N/A,0,TIMEOUT,"Query exceeded 900s limit"
wiki,small_sparse,query_sparse_8_10.graph,4,N/A,N/A,N/A,0,TIMEOUT,"Query exceeded 900s limit"
